day	app	value
86_05/14/2020	Adobe Media Encoder 2020	0
86_05/14/2020	Adobe Photoshop	0.5535333333
86_05/14/2020	Adobe Premiere Pro 2020	0
86_05/14/2020	Adobe XD	0
86_05/14/2020	GitHub Desktop	0
86_05/14/2020	Microsoft Excel	0
86_05/14/2020	Microsoft Teams	0
86_05/14/2020	Microsoft Word	0
86_05/14/2020	Safari	81.59825
86_05/14/2020	Skype	28.0959
86_05/14/2020	Spotify	12.51536667
86_05/14/2020	Sublime Text	46.9849
86_05/14/2020	WhatsApp	11.48818333
86_05/14/2020	zoom.us	0
87_05/15/2020	Acrobat Pro DC	0
87_05/15/2020	Adobe After Effects	0
87_05/15/2020	Adobe Illustrator 2020	0
87_05/15/2020	Adobe InDesign	44.33935
87_05/15/2020	Adobe Media Encoder 2020	0
87_05/15/2020	Adobe Photoshop	0
87_05/15/2020	Adobe Premiere Pro 2020	0
87_05/15/2020	Adobe XD	0
87_05/15/2020	GitHub Desktop	0
87_05/15/2020	Microsoft Excel	0
87_05/15/2020	Microsoft Teams	66.8228
87_05/15/2020	Microsoft Word	0
87_05/15/2020	Safari	107.9218833
87_05/15/2020	Skype	23.46723333
87_05/15/2020	Spotify	0
87_05/15/2020	Sublime Text	46.52868333
87_05/15/2020	WhatsApp	19.5264
87_05/15/2020	zoom.us	0
88_05/16/2020	Acrobat Pro DC	0
88_05/16/2020	Adobe After Effects	0
88_05/16/2020	Adobe Illustrator 2020	18.14276667
88_05/16/2020	Adobe InDesign	0
88_05/16/2020	Adobe Media Encoder 2020	0
88_05/16/2020	Adobe Photoshop	0
88_05/16/2020	Adobe Premiere Pro 2020	0
88_05/16/2020	Adobe XD	0
88_05/16/2020	GitHub Desktop	0
88_05/16/2020	Microsoft Excel	0
88_05/16/2020	Microsoft Teams	0
88_05/16/2020	Microsoft Word	0
88_05/16/2020	Safari	89.09898333
88_05/16/2020	Skype	69.24245
88_05/16/2020	Spotify	0.1024
88_05/16/2020	Sublime Text	112.8439667
88_05/16/2020	WhatsApp	0.9783
88_05/16/2020	zoom.us	0
89_05/17/2020	Acrobat Pro DC	0
89_05/17/2020	Adobe After Effects	0
89_05/17/2020	Adobe Illustrator 2020	7.299583333
89_05/17/2020	Adobe InDesign	0
89_05/17/2020	Adobe Media Encoder 2020	0
89_05/17/2020	Adobe Photoshop	8.357383333
89_05/17/2020	Adobe Premiere Pro 2020	0
89_05/17/2020	Adobe XD	0
89_05/17/2020	GitHub Desktop	0
89_05/17/2020	Microsoft Excel	0
89_05/17/2020	Microsoft Teams	0
89_05/17/2020	Microsoft Word	0
89_05/17/2020	Safari	176.5267333
89_05/17/2020	Skype	60.98553333
89_05/17/2020	Spotify	0.4873
89_05/17/2020	Sublime Text	102.5544333
89_05/17/2020	WhatsApp	1.010416667
89_05/17/2020	zoom.us	0
90_05/18/2020	Acrobat Pro DC	0.6751833333
90_05/18/2020	Adobe After Effects	0
90_05/18/2020	Adobe Illustrator 2020	7.51785
90_05/18/2020	Adobe InDesign	0
90_05/18/2020	Adobe Media Encoder 2020	0
90_05/18/2020	Adobe Photoshop	0.2072166667
90_05/18/2020	Adobe Premiere Pro 2020	0
90_05/18/2020	Adobe XD	0
90_05/18/2020	GitHub Desktop	0
90_05/18/2020	Microsoft Excel	0
90_05/18/2020	Microsoft Teams	0
90_05/18/2020	Microsoft Word	0
90_05/18/2020	Safari	126.8494
90_05/18/2020	Skype	0
90_05/18/2020	Spotify	0
90_05/18/2020	Sublime Text	23.06055
90_05/18/2020	WhatsApp	0.6491666667
90_05/18/2020	zoom.us	235.76575
91_05/19/2020	Acrobat Pro DC	0
91_05/19/2020	Adobe After Effects	0
91_05/19/2020	Adobe Illustrator 2020	10.11803333
91_05/19/2020	Adobe InDesign	0
91_05/19/2020	Adobe Media Encoder 2020	0
91_05/19/2020	Adobe Photoshop	0.4916
91_05/19/2020	Adobe Premiere Pro 2020	0
91_05/19/2020	Adobe XD	0
91_05/19/2020	GitHub Desktop	29.4447
91_05/19/2020	Microsoft Excel	0
91_05/19/2020	Microsoft Teams	0
91_05/19/2020	Microsoft Word	0
91_05/19/2020	Safari	83.42521667
91_05/19/2020	Skype	0
91_05/19/2020	Spotify	0
91_05/19/2020	Sublime Text	11.55963333
91_05/19/2020	WhatsApp	1.060916667
91_05/19/2020	zoom.us	43.36055
